Date,Close/Last,Volume,Open,High,Low
10/10/2024,$188.12,2301059,$188.15,$189.75,$187.3921
10/09/2024,$189.28,2312601,$186.63,$189.415,$186.50
10/08/2024,$187.47,3627186,$187.62,$189.88,$186.561
10/07/2024,$185.96,2514173,$185.94,$187.23,$184.80
10/04/2024,$187.08,3978906,$186.58,$187.16,$184.86
10/03/2024,$183.89,3999527,$186.50,$186.71,$183.70
10/02/2024,$186.44,2879799,$185.57,$188.20,$184.725
10/01/2024,$186.30,3794022,$187.49,$188.22,$184.92
09/30/2024,$188.58,5629896,$185.08,$188.71,$183.09
09/27/2024,$185.38,4452842,$184.17,$186.19,$183.1261
09/26/2024,$184.59,4781453,$189.40,$189.55,$184.53
09/25/2024,$189.33,3214753,$189.83,$190.88,$188.195
09/24/2024,$189.66,3648878,$188.67,$189.80,$187.0037
09/23/2024,$188.67,3972509,$187.81,$189.78,$187.40
09/20/2024,$187.43,9895666,$185.00,$187.84,$184.32
09/19/2024,$186.16,5021500,$187.65,$187.99,$184.28
09/18/2024,$183.55,5686499,$181.20,$185.7699,$180.43
09/17/2024,$180.33,5936890,$181.51,$182.4271,$178.99
09/16/2024,$181.44,6844607,$178.72,$181.52,$176.2634
09/13/2024,$178.28,7360821,$169.41,$179.32,$169.21
09/12/2024,$169.70,5150129,$166.51,$170.9701,$166.225
09/11/2024,$166.35,4257982,$166.24,$166.73,$162.23
09/10/2024,$166.98,3473215,$167.45,$167.73,$164.25
09/09/2024,$165.35,3715961,$163.49,$166.38,$162.91
09/06/2024,$161.23,3954854,$164.51,$166.035,$160.59
09/05/2024,$163.85,3144178,$164.775,$166.00,$162.51
09/04/2024,$166.36,4112366,$163.50,$166.62,$163.40
09/03/2024,$164.21,6099644,$174.19,$174.75,$163.60
08/30/2024,$174.62,5295576,$173.96,$174.82,$171.77
08/29/2024,$173.58,4262466,$172.62,$175.97,$172.49
08/28/2024,$171.87,4578674,$171.20,$173.17,$170.29
08/27/2024,$170.99,3206224,$170.70,$171.50,$169.60
08/26/2024,$171.22,3707346,$170.54,$171.925,$169.581
08/23/2024,$171.22,4058017,$170.00,$171.38,$168.85
08/22/2024,$169.68,2996628,$171.74,$171.98,$168.771
08/21/2024,$171.20,4102938,$170.10,$172.19,$169.846
08/20/2024,$169.99,2573908,$170.91,$170.91,$169.185
08/19/2024,$170.93,4506034,$169.61,$171.00,$168.02
08/16/2024,$169.42,3305648,$170.05,$170.33,$168.86
08/15/2024,$169.94,4162516,$168.75,$170.75,$168.22
08/14/2024,$167.95,4456230,$168.50,$169.18,$165.62
08/13/2024,$167.96,2942447,$167.76,$168.63,$166.25
08/12/2024,$166.87,3173726,$167.63,$168.78,$164.62
08/09/2024,$167.13,2770097,$165.45,$167.88,$164.57
08/08/2024,$165.61,3842698,$164.48,$166.3292,$163.56
08/07/2024,$162.13,4307514,$164.42,$166.27,$161.57
08/06/2024,$162.27,5056741,$159.93,$165.45,$159.76
08/05/2024,$158.36,7064777,$152.49,$159.90,$150.2001
08/02/2024,$160.28,8210692,$165.57,$167.43,$158.36
08/01/2024,$169.75,6112910,$170.75,$174.6999,$168.215
07/31/2024,$170.20,5568848,$170.87,$171.75,$167.955
07/30/2024,$167.48,5329521,$170.48,$174.7299,$167.27
07/29/2024,$169.87,4886647,$171.25,$172.73,$168.40
07/26/2024,$169.81,7297730,$167.25,$172.62,$166.11
07/25/2024,$164.67,8791544,$163.30,$168.20,$161.92
07/24/2024,$162.30,7335162,$171.50,$172.87,$162.05
07/23/2024,$172.00,16428010,$166.00,$177.20,$164.615
07/22/2024,$162.76,6350462,$159.97,$162.94,$159.77
07/19/2024,$159.13,5459798,$159.66,$160.44,$157.615
07/18/2024,$158.79,5274776,$157.37,$160.4364,$156.42
07/17/2024,$156.66,6041174,$161.65,$161.9524,$156.51
07/16/2024,$162.85,6500748,$159.88,$163.87,$159.65
07/15/2024,$159.56,5383328,$160.60,$160.75,$158.6001
07/12/2024,$159.01,5983394,$161.88,$162.2999,$158.80
07/11/2024,$161.92,4554383,$165.19,$165.68,$161.79
07/10/2024,$165.70,3904631,$163.15,$165.99,$162.54
07/09/2024,$163.13,3830435,$163.98,$165.58,$163.03
07/08/2024,$163.53,3453327,$160.80,$163.7787,$160.65
07/05/2024,$160.50,4668292,$163.24,$163.24,$159.66
07/03/2024,$163.00,2577254,$161.88,$164.49,$161.54
07/02/2024,$161.45,5247310,$158.82,$162.94,$158.25
07/01/2024,$158.97,4435092,$160.67,$161.40,$156.05
06/28/2024,$158.97,8641197,$160.26,$161.62,$157.90
06/27/2024,$160.50,3339660,$160.80,$161.85,$159.60
06/26/2024,$160.64,3997980,$158.57,$161.02,$157.5174
06/25/2024,$159.73,6842543,$159.58,$163.65,$158.42
06/24/2024,$160.54,5518968,$164.10,$164.755,$159.20
06/21/2024,$164.24,17196620,$164.50,$164.92,$161.30
06/20/2024,$165.00,4957156,$164.97,$166.30,$163.05
06/18/2024,$164.97,5105349,$163.40,$165.19,$162.36
06/17/2024,$163.23,9564829,$156.14,$167.4999,$155.45
06/14/2024,$155.88,6247401,$154.22,$156.60,$153.215
06/13/2024,$155.69,8080897,$160.59,$160.63,$154.18
06/12/2024,$161.05,5790723,$161.26,$162.94,$159.18
06/11/2024,$160.36,5106374,$162.03,$162.255,$159.61
06/10/2024,$162.84,4385869,$162.00,$163.90,$161.56
06/07/2024,$161.92,3341848,$160.70,$163.80,$160.10
06/06/2024,$160.62,3867335,$162.30,$163.17,$159.7576
06/05/2024,$162.55,4279863,$161.83,$162.94,$160.52
06/04/2024,$161.38,5598552,$161.00,$161.98,$158.35
06/03/2024,$161.46,5220451,$166.12,$166.79,$159.03
05/31/2024,$165.14,11704760,$164.29,$165.35,$160.07
05/30/2024,$164.20,4385368,$163.48,$165.02,$163.19
05/29/2024,$163.60,4820761,$166.60,$167.4325,$163.39
05/28/2024,$168.56,5749667,$167.00,$168.65,$165.309
05/24/2024,$167.33,5500252,$165.83,$169.15,$163.85
05/23/2024,$165.26,7411549,$161.99,$166.27,$161.75
05/22/2024,$160.81,4432180,$160.49,$161.74,$159.73
05/21/2024,$161.00,5071258,$157.94,$161.22,$157.36
05/20/2024,$159.28,5586769,$159.92,$161.42,$158.82
05/17/2024,$159.89,5946278,$161.82,$161.88,$159.10
05/16/2024,$161.12,4283181,$163.00,$163.92,$161.09
05/15/2024,$163.47,7133332,$160.00,$163.74,$159.23
05/14/2024,$160.00,6103457,$158.64,$160.82,$158.0264
05/13/2024,$159.50,7768605,$163.08,$163.11,$158.86
05/10/2024,$163.38,5711329,$167.91,$168.74,$163.11
05/09/2024,$167.50,4968829,$168.76,$169.34,$167.13
05/08/2024,$168.86,4878184,$168.10,$170.19,$168.10
05/07/2024,$168.78,4781831,$167.81,$170.80,$167.22
05/06/2024,$167.97,4831567,$165.12,$167.98,$165.03
05/03/2024,$164.11,3968626,$165.30,$165.30,$162.0101
05/02/2024,$162.64,5030408,$161.39,$162.825,$159.4205
05/01/2024,$159.70,4776317,$162.57,$163.2999,$158.82
04/30/2024,$161.82,6723601,$163.56,$166.2558,$161.58
04/29/2024,$164.49,5382858,$163.00,$166.07,$163.00
04/26/2024,$162.35,5898021,$161.01,$163.365,$160.3114
04/25/2024,$161.26,5908202,$158.09,$161.48,$157.12
04/24/2024,$159.19,10415980,$161.87,$162.34,$155.5601
04/23/2024,$162.62,19250920,$157.83,$163.65,$152.82
04/22/2024,$150.19,7322753,$148.83,$151.9068,$148.83
04/19/2024,$148.06,9566097,$153.45,$153.525,$146.78
04/18/2024,$152.94,6186583,$156.68,$158.00,$152.88
04/17/2024,$155.67,6519865,$158.00,$158.6799,$153.63
04/16/2024,$156.76,6187178,$152.70,$157.02,$152.0009
04/15/2024,$153.70,6423661,$157.20,$158.685,$152.69
04/12/2024,$154.63,6851291,$155.90,$156.98,$153.03
04/11/2024,$157.68,6063183,$157.07,$158.44,$154.7491
04/10/2024,$156.61,8075439,$151.89,$157.79,$151.6507
04/09/2024,$154.49,8808815,$156.13,$157.87,$150.927
04/08/2024,$156.52,9588764,$157.47,$157.95,$153.70
04/05/2024,$156.30,14777860,$148.53,$156.47,$148.53
04/04/2024,$147.39,11880220,$146.65,$151.99,$146.21
04/03/2024,$145.62,16208460,$138.15,$147.935,$138.01
04/02/2024,$136.47,20490400,$140.53,$144.515,$133.99
04/01/2024,$140.53,5905509,$140.7223,$141.0686,$138.6868
03/28/2024,$140.6662,9674578,$144.2083,$144.2244,$139.7046
03/27/2024,$144.3446,10061020,$140.2575,$144.5369,$139.9851
03/26/2024,$139.0795,4035928,$139.0314,$140.2816,$138.1554
03/25/2024,$139.0314,5018487,$139.969,$140.6502,$138.4705
03/22/2024,$140.3617,5460640,$141.2833,$142.2449,$140.3056
03/21/2024,$141.5558,6297647,$139.937,$141.8843,$138.7109
03/20/2024,$139.384,5769668,$138.3262,$140.0652,$137.8454
03/19/2024,$139.0074,7470682,$136.0823,$139.384,$135.4333
03/18/2024,$136.1625,4971058,$135.4012,$136.8356,$135.0966
03/15/2024,$135.3451,10585590,$132.7486,$136.6353,$132.1395
03/14/2024,$133.6301,7550513,$136.4349,$136.8356,$132.7326
03/13/2024,$136.3628,6754093,$132.6364,$137.076,$132.6364
03/12/2024,$134.1991,5529596,$134.1911,$134.4716,$131.3702
03/11/2024,$133.4779,7453034,$133.9026,$134.9684,$130.6089
03/08/2024,$134.5998,16953110,$135.8419,$140.8921,$134.1109
03/07/2024,$133.4298,11487520,$129.8556,$133.6141,$129.479
03/06/2024,$127.8201,6543314,$127.4996,$129.0062,$126.9947
03/05/2024,$126.5058,6387649,$129.4389,$129.9438,$125.4795
03/04/2024,$129.0302,6705677,$127.7159,$129.6392,$127.0828
03/01/2024,$127.1389,6941921,$125.8167,$127.6759,$125.7125
02/29/2024,$125.7285,6526198,$125.0073,$125.9609,$124.294
02/28/2024,$124.7027,6091799,$123.5407,$125.7445,$123.2683
02/27/2024,$123.4045,5826333,$124.2059,$124.2219,$122.6913
02/26/2024,$124.0296,6149562,$123.1401,$124.3581,$123.0599
02/23/2024,$122.8756,5639422,$121.8098,$123.2522,$121.7376
02/22/2024,$121.5453,4591354,$120.0868,$122.0101,$120.0868
02/21/2024,$119.4617,4233742,$118.9809,$119.7182,$118.3318
02/20/2024,$119.1011,5719073,$119.4216,$120.4795,$118.456
02/16/2024,$119.5338,6876932,$119.3656,$120.4955,$119.0129
02/15/2024,$118.9008,6885487,$117.8029,$119.3175,$117.6306
02/14/2024,$117.4022,10467750,$114.5973,$117.7227,$114.0764
02/13/2024,$113.6116,7226569,$112.057,$113.6277,$111.1434
02/12/2024,$112.3294,3604384,$111.8246,$112.8463,$111.3117
02/09/2024,$111.6162,3451587,$111.3998,$111.7364,$110.7587
02/08/2024,$111.4319,3453420,$111.1113,$111.7765,$110.7908
02/07/2024,$110.9911,4635022,$111.0873,$111.2556,$110.5343
02/06/2024,$110.2539,4809777,$110.334,$110.903,$109.4525
02/05/2024,$110.358,5712662,$108.9717,$111.1033,$108.7873
02/02/2024,$109.4204,4871483,$108.5309,$110.1176,$108.2184
02/01/2024,$108.5149,4940626,$106.6076,$108.5549,$106.1588
01/31/2024,$106.1187,4990804,$107.2006,$107.7616,$105.8783
01/30/2024,$107.3288,6282004,$105.3654,$107.6053,$105.1571
01/29/2024,$105.0609,4889486,$105.3013,$105.8944,$103.931
01/26/2024,$105.133,3748178,$104.6041,$105.9745,$104.4919
01/25/2024,$104.1233,4857644,$104.6923,$106.1829,$103.931
01/24/2024,$104.1233,8607471,$104.3958,$104.4907,$101.3345
01/23/2024,$104.1393,10641530,$102.2801,$105.686,$101.3746
01/22/2024,$105.1651,8022739,$104.4038,$105.9985,$104.3838
01/19/2024,$104.0271,4911878,$103.1376,$104.2195,$102.1279
01/18/2024,$103.0174,5194038,$101.9355,$103.1136,$101.5909
01/17/2024,$101.6791,4015272,$102.1118,$103.1216,$101.1261
01/16/2024,$102.5526,5039557,$103.5383,$104.0592,$101.9676
01/12/2024,$104.0111,4501735,$104.6602,$104.8205,$103.5223
01/11/2024,$104.0432,4001601,$104.2756,$104.3397,$102.4244
01/10/2024,$103.939,3648349,$103.1376,$104.3156,$102.9853
01/09/2024,$103.2017,3842824,$101.9916,$103.2017,$101.7352
01/08/2024,$102.801,5522833,$101.1502,$102.9212,$99.5394
01/05/2024,$101.2063,3344122,$100.0924,$101.2463,$99.9561
01/04/2024,$99.90,3483045,$99.6115,$100.7856,$99.5074
01/03/2024,$99.4192,3616873,$100.2687,$100.3488,$99.0906
01/02/2024,$100.9338,4141809,$101.7833,$102.6928,$100.3648
12/29/2023,$102.2801,3544414,$102.769,$102.9613,$101.7432
12/28/2023,$102.8331,3164816,$102.5766,$103.5383,$102.4244
12/27/2023,$102.7369,2645078,$101.6951,$102.9052,$101.6551
12/26/2023,$102.1519,1979343,$101.615,$102.3442,$101.4868
12/22/2023,$101.5268,3216758,$102.0878,$102.6007,$101.1181
12/21/2023,$101.7512,4138231,$99.5554,$101.8153,$99.5234
12/20/2023,$98.8663,4973580,$100.5171,$101.1502,$98.746
12/19/2023,$100.9258,4754316,$99.1307,$100.9579,$99.1307
12/18/2023,$99.0826,4155012,$99.1067,$99.2389,$98.6499
12/15/2023,$98.7541,10842950,$98.0969,$99.1067,$97.6321
12/14/2023,$97.2475,8343367,$97.0712,$98.0889,$96.0855
12/13/2023,$97.1112,4394490,$97.8725,$98.0569,$96.5811
12/12/2023,$98.0248,3722697,$96.959,$98.149,$96.6544
12/11/2023,$96.39,3706195,$96.6384,$96.8957,$95.8771
12/08/2023,$96.6384,3930961,$95.4444,$96.8187,$95.3476
12/07/2023,$95.7489,4042047,$95.7649,$96.1816,$94.6991
12/06/2023,$96.0133,3163754,$97.0311,$98.2332,$95.9252
12/05/2023,$96.3499,2943496,$96.975,$97.1112,$96.1576
12/04/2023,$97.3917,3788738,$97.6161,$98.0969,$97.0952
12/01/2023,$98.169,4524030,$97.5279,$98.7701,$97.3436
11/30/2023,$97.6081,8120186,$95.4043,$97.6401,$95.2841
11/29/2023,$95.252,3027147,$95.7809,$95.9252,$94.9235
11/28/2023,$95.244,3494079,$96.1416,$96.2538,$95.0116
11/27/2023,$96.1416,3179905,$95.9252,$96.422,$95.6207
11/24/2023,$96.1416,1581783,$96.1496,$96.4421,$95.9092
11/22/2023,$95.845,3012034,$96.0855,$96.5583,$95.6527
11/21/2023,$96.0774,2798121,$96.0053,$96.3659,$95.3963
11/20/2023,$96.2217,4142736,$96.1095,$96.7574,$95.8771
11/17/2023,$96.1095,4139400,$95.6287,$96.2297,$95.3161
11/16/2023,$95.3161,4648899,$93.4329,$95.3322,$93.2085
11/15/2023,$93.2005,4186227,$93.7294,$94.1621,$92.7381
11/14/2023,$93.9618,4794556,$93.3608,$94.2102,$92.6149
11/13/2023,$92.5754,4592090,$92.2709,$93.4048,$91.9263
11/10/2023,$92.3751,3497987,$91.1409,$92.6075,$90.7082
11/09/2023,$90.6281,4618390,$91.6378,$91.9704,$90.4998
11/08/2023,$91.2371,4840493,$89.9148,$91.3974,$89.7465
11/07/2023,$89.5943,4180014,$89.2417,$90.4998,$88.837
11/06/2023,$89.5783,4893690,$87.5828,$89.6584,$86.9818
11/03/2023,$87.2863,5540067,$86.9898,$87.711,$86.6212
11/02/2023,$86.3727,7500732,$87.2543,$87.5307,$86.0362
11/01/2023,$85.948,10138750,$86.7895,$86.8135,$84.81
10/31/2023,$87.0539,5067432,$87.7591,$87.9474,$86.6172
10/30/2023,$87.9995,4478352,$86.1644,$88.5365,$86.0842
10/27/2023,$85.2268,5329012,$87.5428,$88.0236,$84.7299
10/26/2023,$87.1901,7771894,$89.5702,$90.011,$85.7236
10/25/2023,$89.1135,6563612,$91.6218,$91.6218,$89.0253
10/24/2023,$91.0528,12692840,$88.9932,$92.0705,$86.8055
10/23/2023,$85.4992,5826161,$85.3309,$86.7895,$85.1066
10/20/2023,$85.0104,7753159,$85.5072,$85.94,$84.5696
10/19/2023,$85.7076,4018436,$86.2846,$87.4306,$85.4832
10/18/2023,$86.2044,4852691,$87.3664,$87.8152,$86.0762
10/17/2023,$88.1678,3923916,$87.1501,$88.7048,$86.5971
10/16/2023,$87.4626,4482796,$88.0636,$88.8902,$86.5409
10/13/2023,$87.6549,3655331,$89.1936,$89.3298,$87.078
10/12/2023,$89.2176,3082047,$90.9566,$91.149,$88.7608
10/11/2023,$90.7643,2857603,$89.7546,$90.8765,$89.6023
10/10/2023,$89.3378,4554723,$89.1215,$90.5479,$88.833
10/09/2023,$88.3602,4324409,$88.9612,$89.0654,$87.7832
10/06/2023,$89.3298,4217209,$86.8295,$89.6744,$86.5091
10/05/2023,$87.126,3846616,$86.8456,$87.4666,$85.8919
10/04/2023,$87.2302,3891936,$86.525,$87.5187,$86.0362
10/03/2023,$86.3567,6883407,$86.7975,$88.1438,$85.7797
10/02/2023,$87.1821,4301080,$88.5124,$89.1135,$86.6292
09/29/2023,$88.5926,3929920,$90.2594,$90.3556,$88.0797
09/28/2023,$90.027,4404312,$89.0013,$90.5439,$88.8169
09/27/2023,$88.865,4718754,$88.6567,$89.442,$88.272
09/26/2023,$88.0957,4806131,$88.9532,$89.7065,$87.9515
09/25/2023,$89.5302,3783981,$88.7288,$89.7225,$88.6567
09/22/2023,$89.1535,4988319,$90.4758,$90.7162,$89.0093
09/21/2023,$90.5479,4598076,$91.3173,$91.6258,$89.8026
09/20/2023,$92.0385,4099397,$93.3848,$94.2984,$92.0145
09/19/2023,$93.1284,3098646,$92.9761,$93.505,$92.335
09/18/2023,$93.4169,3751814,$92.7838,$94.106,$92.0946
09/15/2023,$92.5514,6733494,$92.4953,$92.888,$91.5176
09/14/2023,$92.6796,5297480,$91.6538,$93.9297,$91.6138
09/13/2023,$91.0368,2800154,$91.9103,$92.4472,$90.2674
09/12/2023,$92.1587,4210125,$91.5577,$93.6171,$91.3573
09/11/2023,$91.5657,4207939,$89.9549,$91.5977,$89.8507
09/08/2023,$89.5302,2531102,$89.3539,$89.7786,$89.13
09/07/2023,$89.5863,3303340,$89.9309,$90.6761,$89.2817
09/06/2023,$90.2995,4004815,$90.4357,$91.4134,$89.6985
09/05/2023,$90.4598,3516798,$91.1089,$91.5096,$90.003
09/01/2023,$91.5497,3539620,$92.1747,$92.5273,$90.9807
08/31/2023,$91.726,4165040,$91.8221,$92.1106,$91.2051
08/30/2023,$91.6057,4857833,$92.0385,$92.6235,$91.3173
08/29/2023,$92.4232,4655333,$91.0929,$92.6956,$90.4918
08/28/2023,$91.3253,2812736,$90.1953,$91.5817,$89.8748
08/25/2023,$89.7305,3115353,$89.3138,$90.0511,$88.3281
08/24/2023,$88.9852,3361675,$90.7162,$91.3253,$88.9692
08/23/2023,$90.9326,2847582,$89.3499,$91.1649,$89.3499
08/22/2023,$89.4821,2640617,$89.8748,$90.596,$88.825
08/21/2023,$89.7706,2941813,$89.7866,$90.1392,$88.969
08/18/2023,$89.5863,4510192,$88.3922,$89.6985,$88.1678
08/17/2023,$88.9211,4576995,$91.3413,$91.6699,$88.9051
08/16/2023,$91.0127,3683052,$91.1409,$92.4312,$90.9286
08/15/2023,$91.2371,3413058,$91.8782,$91.8862,$90.9326
08/14/2023,$92.5995,3923408,$91.758,$92.8367,$91.5176
08/11/2023,$91.8381,3562235,$90.9887,$92.4712,$90.9166
08/10/2023,$91.0127,4671812,$90.1152,$92.1908,$90.1152
08/09/2023,$89.8908,3112650,$91.2772,$91.3012,$89.7385
08/08/2023,$90.9967,3779300,$91.6699,$92.0185,$90.6521
08/07/2023,$91.9423,3304814,$90.9887,$92.1427,$90.9887
08/04/2023,$90.604,4882928,$90.4117,$91.2531,$89.5943
08/03/2023,$90.0431,3470496,$89.6183,$90.6922,$89.3947
08/02/2023,$89.7305,4292398,$90.5319,$90.9566,$89.6985
08/01/2023,$90.7322,5264517,$91.1089,$91.5176,$89.9709
07/31/2023,$91.5497,4126090,$91.7099,$91.9584,$91.1329
07/28/2023,$91.6699,4471857,$92.5834,$92.8399,$91.3693
07/27/2023,$92.4953,6187043,$92.6075,$93.9698,$92.1026
07/26/2023,$91.9343,7541664,$93.8737,$94.074,$90.9166
07/25/2023,$93.8897,17022370,$91.758,$94.5308,$91.0608
07/24/2023,$88.3521,5337018,$88.4724,$88.9372,$88.1999
07/21/2023,$88.4163,8202037,$89.3058,$89.6584,$88.0076
07/20/2023,$89.1455,4117281,$88.1839,$89.6263,$88.1197
07/19/2023,$88.0636,4473150,$88.4163,$88.8009,$87.2111
07/18/2023,$89.0013,3573947,$88.873,$89.6183,$88.5685
07/17/2023,$89.0654,3637944,$88.4884,$89.8748,$88.272
07/14/2023,$88.3762,2717867,$88.9532,$89.1295,$88.1758
07/13/2023,$89.1776,2775176,$89.1535,$89.6103,$88.8089
07/12/2023,$89.1135,4312755,$89.1856,$89.7305,$88.865
07/11/2023,$89.1295,3789989,$88.7368,$89.3779,$88.3361
07/10/2023,$88.5765,4633206,$86.8776,$88.7368,$86.8456
07/07/2023,$86.7654,3865778,$85.8599,$87.2462,$85.6996
07/06/2023,$86.0442,3667100,$86.5571,$87.1501,$85.6355
07/05/2023,$87.0699,3662234,$86.7253,$87.3384,$86.3567
07/03/2023,$86.7734,2972029,$87.3985,$87.6149,$85.9921
06/30/2023,$88.0316,7382808,$87.3424,$88.3602,$87.0299
06/29/2023,$86.3407,3248774,$85.1226,$86.4128,$84.9783
06/28/2023,$85.7877,4795723,$84.3773,$86.0441,$84.1209
06/27/2023,$84.0808,4767520,$83.8484,$84.3092,$83.628
06/26/2023,$83.7041,4250905,$82.9669,$84.2331,$82.8306
06/23/2023,$83.1672,6012099,$82.6143,$83.64,$82.2532
06/22/2023,$84.0007,4223879,$83.8724,$84.778,$83.8524
06/21/2023,$84.185,4775372,$83.055,$84.6979,$83.0069
06/20/2023,$83.3595,6439760,$85.0104,$85.1146,$82.8707
06/16/2023,$85.1787,10959070,$84.9062,$87.2703,$84.8942
06/15/2023,$84.4735,6969784,$83.6961,$84.6578,$83.3355
06/14/2023,$83.9045,5131062,$85.5233,$85.5874,$83.3115
06/13/2023,$85.5393,4318941,$84.9703,$85.8679,$84.794
06/12/2023,$85.1306,3734137,$85.1947,$85.6603,$84.6658
06/09/2023,$85.1867,3486211,$85.1787,$85.387,$84.209
06/08/2023,$85.0024,3573784,$84.8181,$85.924,$84.6498
06/07/2023,$85.0104,7279386,$85.4592,$86.0121,$84.6578
06/06/2023,$84.5135,6220315,$83.608,$85.0344,$83.4237
06/05/2023,$83.4237,4077397,$84.786,$84.2451,$83.4237
06/02/2023,$84.786,5967665,$84.5456,$85.5153,$83.7723
06/01/2023,$83.8804,6222705,$81.1077,$84.2811,$80.9955
05/31/2023,$81.3641,10661470,$81.1958,$81.6125,$79.9016
05/30/2023,$82.0613,5665085,$82.5582,$82.5982,$80.6669
05/26/2023,$82.3338,5424211,$81.4122,$83.3035,$81.3882
05/25/2023,$81.3561,5377106,$81.2599,$81.8129,$80.5707
05/24/2023,$80.9234,5008286,$81.1638,$81.316,$80.0659
05/23/2023,$81.5003,4579608,$83.2313,$83.4557,$81.1638
05/22/2023,$83.7843,3987255,$83.4237,$84.8982,$83.4237
05/19/2023,$83.5519,5770716,$83.7602,$84.77,$83.2153
05/18/2023,$83.3515,4606805,$82.454,$83.5679,$81.5244
05/17/2023,$82.9188,5484195,$81.6366,$83.0069,$81.3801
05/16/2023,$81.0436,4409063,$81.1237,$81.9211,$80.8512
05/15/2023,$81.7408,6363672,$79.4488,$81.9892,$79.3526
05/12/2023,$79.1763,3458028,$79.8014,$80.138,$78.3028
05/11/2023,$79.7453,4084424,$79.6572,$80.122,$79.1924
05/10/2023,$79.7694,4032922,$81.324,$81.4763,$78.9039
05/09/2023,$80.9394,5204086,$80.7551,$81.6606,$80.7551
05/08/2023,$80.8753,3417539,$80.3143,$81.0275,$80.3143
05/05/2023,$80.3303,5030249,$80.6028,$81.5484,$79.9377
05/04/2023,$79.5931,7226963,$81.3321,$81.5404,$78.0624
05/03/2023,$81.5564,4722727,$81.6446,$82.5021,$81.1878
05/02/2023,$81.3481,5973679,$80.6268,$81.7646,$80.2903
05/01/2023,$81.0836,5912435,$79.7293,$81.7408,$79.6331
04/28/2023,$79.3126,5011348,$77.838,$79.9136,$77.6377
04/27/2023,$78.5833,7460980,$77.7499,$78.6875,$77.4133
04/26/2023,$77.1008,6410510,$78.7196,$78.8959,$77.0046
04/25/2023,$78.8878,9297450,$81.7007,$81.7488,$78.1747
04/24/2023,$80.2582,6251841,$79.8014,$80.7551,$79.8014
04/21/2023,$79.7453,4080409,$80.122,$80.2021,$79.4408
04/20/2023,$79.9457,6912363,$79.577,$80.5146,$79.3855
04/19/2023,$79.3607,5617031,$79.00,$79.585,$78.8718
04/18/2023,$78.9119,7110832,$77.7339,$78.952,$77.6217
04/17/2023,$77.5495,6126077,$76.628,$77.6096,$76.5118
04/14/2023,$76.4837,5755636,$75.2175,$76.644,$75.1775
04/13/2023,$75.5701,8814584,$75.6342,$75.8827,$74.905
04/12/2023,$75.4099,6997746,$75.5381,$75.8666,$75.1775
04/11/2023,$75.2576,5317712,$75.7384,$76.099,$75.2336
04/10/2023,$75.6182,5985450,$75.1935,$76.1231,$75.0172
04/06/2023,$75.0092,6404896,$75.4259,$75.6423,$74.9611
04/05/2023,$75.5301,8493362,$76.1151,$76.3875,$75.0532
04/04/2023,$76.1712,6827562,$77.7018,$78.4319,$75.8666
04/03/2023,$77.6697,4947651,$76.7321,$77.6858,$76.4196
03/31/2023,$76.6119,7380208,$75.7545,$76.668,$75.5781
03/30/2023,$75.3698,5285770,$75.2897,$75.5781,$74.9731
03/29/2023,$75.3778,4918016,$75.3057,$75.6663,$75.0653
03/28/2023,$74.6405,4008947,$74.8008,$75.1214,$74.1757
03/27/2023,$74.7768,6005212,$73.9513,$75.0412,$73.8151
03/24/2023,$73.2221,6658468,$72.581,$74.0074,$72.3806
03/23/2023,$73.3984,8646975,$72.6291,$74.4862,$72.5489
03/22/2023,$71.7956,7010966,$74.1196,$74.2078,$71.7636
03/21/2023,$73.8712,6826828,$72.9096,$74.5604,$72.8935
03/20/2023,$72.0601,6947558,$72.6291,$73.1099,$71.6514
03/17/2023,$72.3566,10188100,$73.5587,$73.5907,$71.6033
03/16/2023,$73.7029,8129023,$71.6434,$73.8071,$70.9782
03/15/2023,$71.9319,12057290,$71.3148,$71.9319,$69.2793
03/14/2023,$73.0618,11347540,$73.0578,$74.5925,$72.2845
03/13/2023,$71.2988,11333980,$71.8838,$72.7092,$70.249
03/10/2023,$72.9256,18477750,$73.6468,$75.49,$72.7573
03/09/2023,$73.3744,28592300,$72.0921,$76.083,$71.9399
03/08/2023,$69.704,6063944,$69.5357,$70.0486,$68.9748
03/07/2023,$69.2312,6898172,$69.688,$70.1849,$68.9988
03/06/2023,$69.7681,6451968,$69.4316,$70.3772,$69.2953
03/03/2023,$69.2232,7676613,$68.8385,$69.7481,$68.2375
03/02/2023,$68.6943,6821562,$66.9954,$68.7023,$66.8172
03/01/2023,$67.4281,5995956,$67.8448,$68.4088,$67.1156
02/28/2023,$67.8849,9131030,$67.0114,$68.6382,$66.8832
02/27/2023,$67.1877,6390540,$67.3159,$68.0051,$66.9072
02/24/2023,$66.9553,6946984,$65.5208,$67.1396,$65.4327
02/23/2023,$66.4665,8077229,$66.9072,$67.6445,$65.633
02/22/2023,$66.6668,8642532,$65.8414,$67.5804,$65.7933
02/21/2023,$65.9215,4071752,$65.8254,$66.8151,$65.5609
02/17/2023,$66.5466,4424429,$66.9874,$67.1717,$65.8975
02/16/2023,$67.356,4505862,$67.0034,$67.7487,$66.4952
02/15/2023,$67.933,5831392,$66.202,$67.949,$66.0658
